anyo;cut_comuna_anyocenso;cut_distrito;censo_total_poblacion
2017;4301;23;475
2017;4301;24;67
2017;4301;25;0
2017;4301;26;2394
2017;4301;27;1614
2017;4301;28;378
2017;4301;29;393
2017;4301;30;522
2017;4301;31;353
2017;4301;32;180
2017;4301;33;867
2017;4301;99;1157
2017;4302;1;2297
2017;4302;2;4198
2017;4302;3;213
2017;4302;4;899
2017;4302;5;464
2017;4302;6;577
2017;4302;7;1731
2017;4302;8;362
2017;4302;9;427
2017;4302;10;285
2017;4302;11;773
2017;4302;12;678
2017;4302;13;83
2017;4302;14;225
2017;4302;15;27
2017;4302;99;83
2017;4303;1;6592
2017;4303;2;1179
2017;4303;3;76
2017;4303;4;926
2017;4303;5;1284
2017;4303;6;585
2017;4303;7;433
2017;4303;8;651
2017;4303;9;453
2017;4303;10;1773
2017;4303;11;1344
2017;4303;12;496
2017;4303;13;310
2017;4303;14;852
2017;4303;15;473
2017;4303;16;107
2017;4303;17;7342
2017;4303;18;1104
2017;4303;19;994
2017;4303;20;106
2017;4303;21;3118
2017;4303;22;489
2017;4303;99;64
2017;4304;1;8472
2017;4304;2;112
2017;4304;3;131
2017;4304;4;1352
2017;4304;5;432
2017;4304;6;309
2017;4304;99;148
2017;4305;1;357
2017;4305;2;19
2017;4305;3;645
2017;4305;4;1112
2017;4305;5;437
2017;4305;6;606
2017;4305;7;367
2017;4305;8;198
2017;4305;9;410
2017;4305;10;126
2017;4305;99;1
2017;5101;1;20593
2017;5101;2;5265
2017;5101;3;16997
2017;5101;4;177
2017;5101;5;16253
2017;5101;6;6124
2017;5101;7;1265
2017;5101;8;12021
2017;5101;9;8487
2017;5101;10;12451
2017;5101;11;2120
2017;5101;12;4904
2017;5101;13;3924
2017;5101;14;6262
2017;5101;15;4895
2017;5101;16;12786
2017;5101;17;11757
2017;5101;18;7630
2017;5101;19;20232
2017;5101;20;19044
2017;5101;21;34873
2017;5101;22;4623
2017;5101;23;18964
2017;5101;24;27
2017;5101;25;22461
2017;5101;26;20809
2017;5101;99;1711
2017;5102;1;17914
2017;5102;2;684
2017;5102;3;1530
2017;5102;4;137
2017;5102;5;891
2017;5102;6;221
2017;5102;7;36
2017;5102;8;510
2017;5102;9;318
2017;5102;10;924
2017;5102;11;925
2017;5102;12;1727
2017;5102;13;996
2017;5102;99;54
2017;5103;1;39024
2017;5103;2;3064
2017;5103;99;64
2017;5104;1;907
2017;5104;99;19
2017;5105;1;2901
2017;5105;2;2013
2017;5105;3;118
2017;5105;4;3241
2017;5105;5;772
2017;5105;6;31
2017;5105;7;169
2017;5105;8;9255
2017;5105;99;46
2017;5107;1;26368
2017;5107;2;1529
2017;5107;3;3389
2017;5107;99;637
2017;5109;1;6240
2017;5109;2;7583
2017;5109;3;7276
2017;5109;4;23987
2017;5109;5;26400
2017;5109;6;13047
2017;5109;7;26396
2017;5109;8;7813
2017;5109;9;6926
2017;5109;10;12295
2017;5109;11;16237
2017;5109;12;8961
2017;5109;13;11112
2017;5109;14;17180
2017;5109;15;19560
2017;5109;16;24527
2017;5109;17;49472
2017;5109;18;15771
2017;5109;19;9675
2017;5109;20;11699
2017;5109;21;10718
2017;5109;99;1373
2017;5201;1;7441
2017;5201;2;150
2017;5201;99;159
2017;5301;1;11039
2017;5301;2;10192
2017;5301;3;14774
2017;5301;4;2368
2017;5301;5;2650
2017;5301;6;24732
2017;5301;99;953
2017;5302;1;2388
2017;5302;2;4011
2017;5302;3;2031
2017;5302;4;4437
2017;5302;5;1949
2017;5302;99;16
2017;5303;1;1969
2017;5303;2;2812
2017;5303;3;427
2017;5303;4;4970
2017;5303;99;29
2017;5304;1;3026
2017;5304;2;2237
2017;5304;3;367
2017;5304;4;239
2017;5304;5;241
2017;5304;6;901
2017;5304;7;1761
2017;5304;8;4694
2017;5304;9;5367
2017;5304;99;22
2017;5401;1;5098
2017;5401;2;14398
2017;5401;3;501
2017;5401;4;1370
2017;5401;5;2359
2017;5401;6;1401
2017;5401;7;1495
2017;5401;8;1400
2017;5401;9;763
2017;5401;10;142
2017;5401;11;652
2017;5401;12;1716
2017;5401;13;3829
2017;5401;99;266
2017;5402;1;1487
2017;5402;2;62
2017;5402;3;368
2017;5402;4;165
2017;5402;5;11467
2017;5402;6;683
2017;5402;7;1178
2017;5402;8;542
2017;5402;9;1628
2017;5402;10;1204
2017;5402;11;241
2017;5402;12;116
2017;5402;13;37
2017;5402;14;169
2017;5402;99;41
2017;5403;1;4245
2017;5403;2;2105
2017;5403;99;6
2017;5404;1;78
2017;5404;2;733
2017;5404;3;374
2017;5404;4;1823
2017;5404;5;1768
2017;5404;6;1939
2017;5404;7;648
2017;5404;8;1391
2017;5404;9;1021
2017;5404;99;51
2017;5405;1;1488
2017;5405;2;1646
2017;5405;3;380
2017;5405;4;3518
2017;5405;5;300
2017;5405;99;7
2017;5501;1;2070
2017;5501;2;28231
2017;5501;3;6374
2017;5501;4;7264
2017;5501;5;11117
2017;5501;6;5072
2017;5501;7;5054
2017;5501;8;13867
2017;5501;9;1084
2017;5501;10;1188
2017;5501;11;2409
2017;5501;12;5302
2017;5501;13;508
2017;5501;99;977
2017;5502;1;9737
2017;5502;2;4760
2017;5502;3;11114
2017;5502;4;1478
2017;5502;5;23366
2017;5502;99;99
2017;5503;1;3211
2017;5503;2;4144
2017;5503;3;3031
2017;5503;4;2373
2017;5503;5;5226
2017;5503;99;3
2017;5504;1;3467
2017;5504;2;330
2017;5504;3;6114
2017;5504;4;2637
2017;5504;5;9506
2017;5504;99;44
2017;5506;1;3295
2017;5506;2;6548
2017;5506;3;11129
2017;5506;4;0
2017;5506;5;1066
2017;5506;99;82
2017;5601;1;27819
2017;5601;2;802
2017;5601;3;2520
2017;5601;4;11754
2017;5601;5;27774
2017;5601;6;20351
2017;5601;99;330
2017;5602;1;10130
2017;5602;2;3509
2017;5602;3;159
2017;5602;99;19
2017;5603;1;21939
2017;5603;2;602
2017;5603;3;143
2017;5603;99;54
2017;5604;1;15857
2017;5604;99;98
2017;5605;1;7368
2017;5605;2;5775
2017;5605;99;143
2017;5606;1;8293
2017;5606;2;1601
2017;5606;3;937
2017;5606;99;69
2017;5701;1;14748
2017;5701;2;22555
2017;5701;3;22283
2017;5701;4;1026
2017;5701;5;5691
2017;5701;6;2389
2017;5701;7;2957
2017;5701;8;1388
2017;5701;9;594
2017;5701;10;2849
2017;5701;99;364
2017;5702;1;8161
2017;5702;2;1720
2017;5702;3;1154
2017;5702;4;932
2017;5702;5;1793
2017;5702;6;197
2017;5702;99;41
2017;5703;1;13297
2017;5703;2;5788
2017;5703;3;4558
2017;5703;4;927
2017;5703;99;38
2017;5704;1;1187
2017;5704;2;1227
2017;5704;3;3665
2017;5704;4;1194
2017;5705;1;7340
2017;5705;2;1968
2017;5705;3;1515
2017;5705;4;2677
2017;5705;5;84
2017;5705;6;893
2017;5705;7;2265
2017;5705;99;12
2017;5706;1;7116
2017;5706;2;2548
2017;5706;3;1115
2017;5706;4;1820
2017;5706;5;2280
2017;5706;6;355
2017;5706;99;7
2017;5801;1;18121
2017;5801;2;20066
2017;5801;3;1096
2017;5801;4;330
2017;5801;5;239
2017;5801;6;486
2017;5801;7;28
2017;5801;8;19922
2017;5801;9;25234
2017;5801;10;18790
2017;5801;11;14337
2017;5801;12;31454
2017;5801;99;1605
2017;5802;1;18486
2017;5802;2;4390
2017;5802;3;755
2017;5802;4;4242
2017;5802;5;5916
2017;5802;6;4313
2017;5802;7;6501
2017;5802;8;1351
2017;5802;99;167
2017;5803;1;4091
2017;5803;2;8654
2017;5803;3;1993
2017;5803;4;550
2017;5803;5;1947
2017;5803;99;281
2017;5804;1;1989
2017;5804;2;29143
2017;5804;3;15851
2017;5804;4;25715
2017;5804;5;35166
2017;5804;6;817
2017;5804;7;39
2017;5804;8;17641
2017;5804;99;187
2017;6101;1;2931
2017;6101;2;1326
2017;6101;3;893
2017;6101;4;5215
2017;6101;5;8570
2017;6101;6;17375
2017;6101;7;12723
2017;6101;8;15421
2017;6101;9;34434
2017;6101;10;18979
2017;6101;11;18233
2017;6101;12;217
2017;6101;13;1790
2017;6101;14;9811
2017;6101;15;42084
2017;6101;16;28897
2017;6101;17;18160
2017;6101;18;4195
2017;6101;99;520
2017;6102;1;8564
2017;6102;2;4125
2017;6102;3;284
2017;6102;99;15
2017;6103;1;2558
2017;6103;2;2046
2017;6103;3;1926
2017;6103;4;812
2017;6103;99;17
2017;6104;1;2406
2017;6104;2;1313
2017;6104;3;2082
2017;6104;4;2154
2017;6104;5;2131
2017;6104;6;4935
2017;6104;7;2525
2017;6104;8;1980
2017;6104;99;71
2017;6105;1;7899
2017;6105;2;1893
2017;6105;3;4915
2017;6105;4;6157
2017;6105;99;23
2017;6106;1;19206
2017;6106;2;2379
2017;6106;3;2700
2017;6106;4;9094
2017;6106;99;58
2017;6107;1;8237
2017;6107;2;2732
2017;6107;3;3136
2017;6107;4;2189
2017;6107;5;2281
2017;6107;6;561
2017;6107;7;500
2017;6107;8;1261
2017;6107;9;3029
2017;6107;10;532
2017;6107;99;182
2017;6108;1;4030
2017;6108;2;22235
2017;6108;3;22875
2017;6108;4;39
2017;6108;6;36
2017;6108;7;384
2017;6108;8;1916
2017;6108;9;685
2017;6108;99;305
2017;6109;1;256
2017;6109;2;3132
2017;6109;3;3783
2017;6109;4;1865
2017;6109;5;566
2017;6109;6;642
2017;6109;7;709
2017;6109;8;2450
2017;6109;99;4
2017;6110;1;458
2017;6110;2;15274
2017;6110;3;2079
2017;6110;4;7522
2017;6110;99;10
2017;6111;1;6789
2017;6111;2;4725
2017;6111;3;2084
2017;6111;99;10
2017;6112;1;6638
2017;6112;2;2317
2017;6112;3;2936
2017;6112;4;2403
2017;6112;99;19
2017;6113;1;6604
2017;6113;2;2320
2017;6113;3;2118
2017;6113;4;1601
2017;6113;5;4249
2017;6113;6;741
2017;6113;7;2048
2017;6113;99;33
2017;6114;1;8811
2017;6114;2;2520
2017;6114;3;745
2017;6114;4;871
2017;6114;99;55
2017;6115;1;2269
2017;6115;2;4992
2017;6115;3;432
2017;6115;4;33917
2017;6115;5;983
2017;6115;6;1791
2017;6115;7;1937
2017;6115;8;4854
2017;6115;9;1980
2017;6115;10;2693
2017;6115;11;2766
2017;6115;99;211
2017;6116;1;10019
2017;6116;2;3028
2017;6116;3;6466
2017;6116;4;194
2017;6116;5;1429
2017;6116;6;6747
2017;6116;99;85
2017;6117;1;22038
2017;6117;2;2095
2017;6117;3;5037
2017;6117;4;2377
2017;6117;5;1286
2017;6117;6;1853
2017;6117;7;1680
2017;6117;8;2197
2017;6117;9;1943
2017;6117;10;2205
2017;6117;11;1360
2017;6117;12;2555
2017;6117;99;140
2017;6201;1;14977
2017;6201;2;217
2017;6201;3;686
2017;6201;4;44
2017;6201;5;31
2017;6201;6;312
2017;6201;99;127
2017;6202;1;1635
2017;6202;2;661
2017;6202;3;275
2017;6202;4;466
2017;6202;99;4
2017;6203;1;2893
2017;6203;2;406
2017;6203;3;777
2017;6203;4;1006
2017;6203;5;15
2017;6203;6;174
2017;6203;7;967
2017;6203;99;56
2017;6204;1;4299
2017;6204;2;2694
2017;6204;3;312
2017;6204;99;3
2017;6205;1;1344
2017;6205;2;769
2017;6205;3;2219
2017;6205;4;1592
2017;6205;5;711
2017;6205;99;6
2017;6206;1;2361
2017;6206;2;1512
2017;6206;3;178
2017;6206;4;795
2017;6206;5;1341
2017;6206;99;1
2017;6301;1;32956
2017;6301;2;3991
2017;6301;3;2633
2017;6301;4;2981
2017;6301;5;1358
2017;6301;6;715
2017;6301;7;67
2017;6301;8;1316
2017;6301;9;1936
2017;6301;10;379
2017;6301;11;15135
2017;6301;12;7050
2017;6301;13;3225
2017;6301;99;231
2017;6302;1;8591
2017;6302;2;3268
2017;6302;3;818
2017;6302;4;363
2017;6302;5;1982
2017;6302;99;15
2017;6303;1;9262
2017;6303;2;3522
2017;6303;3;2215
2017;6303;4;1778
2017;6303;5;1667
2017;6303;6;6725
2017;6303;7;730
2017;6303;8;2749
2017;6303;9;1792
2017;6303;10;1342
2017;6303;11;2676
2017;6303;12;913
2017;6303;99;28
2017;6304;1;3606
2017;6304;2;1639
2017;6304;3;543
2017;6304;4;976
2017;6304;99;47
2017;6305;1;9460
2017;6305;2;591
2017;6305;3;1186
2017;6305;4;2481
2017;6305;5;3795
2017;6305;6;314
2017;6305;99;6
2017;6306;1;3208
2017;6306;2;1509
2017;6306;3;3130
2017;6306;4;1958
2017;6306;5;2658
2017;6306;99;19
2017;6307;1;6291
2017;6307;2;2406
2017;6307;3;1507
2017;6307;4;801
2017;6307;99;2
2017;6308;1;3407
2017;6308;2;738
2017;6308;3;2777
2017;6308;4;1810
2017;6308;99;6
2017;6309;1;1519
2017;6309;2;761
2017;6309;3;768
2017;6309;4;116
2017;6309;5;257
2017;6310;1;7690
2017;6310;2;13549
2017;6310;3;1559
2017;6310;4;1597
2017;6310;5;1313
2017;6310;6;1751
2017;6310;7;4761
2017;6310;8;3000
2017;6310;9;1670
2017;6310;10;822
2017;6310;99;143
2017;7101;1;3582
2017;7101;2;2720
2017;7101;3;3930
2017;7101;4;7495
2017;7101;5;3919
2017;7101;6;15625
2017;7101;7;26323
2017;7101;8;10758
2017;7101;9;458
2017;7101;10;2795
2017;7101;11;39349
2017;7101;12;32554
2017;7101;13;24056
2017;7101;14;39259
2017;7101;15;2371
2017;7101;16;4280
2017;7101;99;883
2017;7102;1;3813
2017;7102;2;22024
2017;7102;3;11746
2017;7102;4;3994
2017;7102;5;457
2017;7102;6;2105
2017;7102;7;1854
2017;7102;99;75
2017;7103;1;3888
2017;7103;2;1056
2017;7103;3;484
2017;7103;4;480
2017;7103;5;108
2017;7103;6;459
2017;7103;7;241
2017;7103;8;446
2017;7103;9;466
2017;7103;10;1356
2017;7103;11;443
2017;7103;99;21
2017;7104;1;3126
2017;7104;2;589
2017;7104;3;196
2017;7104;4;214
2017;7104;5;14
2017;7104;99;3
2017;7105;1;4955
2017;7105;2;750
2017;7105;3;389
2017;7105;4;3800
2017;7105;5;33434
2017;7105;6;2802
2017;7105;7;1144
2017;7105;8;2382
2017;7105;99;65
2017;7106;1;4272
2017;7106;2;3145
2017;7106;3;1000
2017;7106;99;5
2017;7107;1;3988
2017;7107;2;1293
2017;7107;3;641
2017;7107;4;518
2017;7107;5;712
2017;7107;6;516
2017;7107;7;572
2017;7107;99;5
2017;7108;1;6711
2017;7108;2;1829
2017;7108;3;1501
2017;7108;4;934
2017;7108;5;1998
2017;7108;6;815
2017;7108;99;118
2017;7109;1;20388
2017;7109;2;3628
2017;7109;3;1590
2017;7109;4;1034
2017;7109;5;958
2017;7109;6;655
2017;7109;7;1093
2017;7109;8;1503
2017;7109;9;556
2017;7109;10;2037
2017;7109;11;2123
2017;7109;12;2956
2017;7109;13;2953
2017;7109;14;1778
2017;7109;99;17
2017;7110;1;6918
2017;7110;2;2265
2017;7110;99;8
2017;7201;1;1069
2017;7201;2;2357
2017;7201;3;7906
2017;7201;4;789
2017;7201;5;3168
2017;7201;6;8994
2017;7201;7;253
2017;7201;8;989
2017;7201;9;214
2017;7201;10;970
2017;7201;11;858
2017;7201;12;559
2017;7201;13;395
2017;7201;14;410
2017;7201;15;714
2017;7201;16;7933
2017;7201;17;1735
2017;7201;18;149
2017;7201;99;979
2017;7202;1;1586
2017;7202;2;1138
2017;7202;3;1569
2017;7202;4;431
2017;7202;5;1278
2017;7202;6;2893
2017;7202;99;33
2017;7203;1;3538
2017;7203;2;1866
2017;7203;3;2066
2017;7203;99;101
2017;7301;1;1665
2017;7301;2;5745
2017;7301;3;11629
2017;7301;4;13132
2017;7301;5;22262
2017;7301;6;1815
2017;7301;7;23489
2017;7301;8;1693
2017;7301;9;11596
2017;7301;10;24533
2017;7301;11;6236
2017;7301;12;4200
2017;7301;13;1351
2017;7301;14;392
2017;7301;15;700
2017;7301;16;1981
2017;7301;17;3394
2017;7301;18;12506
2017;7301;99;817
2017;7302;1;6542
2017;7302;2;462
2017;7302;3;713
2017;7302;4;1937
2017;7302;99;3
2017;7303;1;4117
2017;7303;2;846
2017;7303;3;1689
2017;7303;99;1
2017;7304;1;1909
2017;7304;2;15827
2017;7304;3;1025
2017;7304;4;11981
2017;7304;5;7006
2017;7304;6;5017
2017;7304;7;2194
2017;7304;8;634
2017;7304;9;106
2017;7304;10;148
2017;7304;99;129
2017;7305;1;8329
2017;7305;2;670
2017;7305;3;1276
2017;7305;4;198
2017;7305;99;11
2017;7306;1;9270
2017;7306;2;3876
2017;7306;3;1503
2017;7306;4;339
2017;7306;5;150
2017;7306;99;49
2017;7307;1;3689
2017;7307;2;543
2017;7307;3;4137
2017;7307;4;2337
2017;7307;5;542
2017;7307;6;63
2017;7307;7;2872
2017;7307;8;500
2017;7307;9;3837
2017;7307;99;24
2017;7308;1;10577
2017;7308;2;2811
2017;7308;3;2655
2017;7308;4;3570
2017;7308;5;6047
2017;7308;6;314
2017;7308;7;2923
2017;7308;99;24
2017;7309;1;1443
2017;7309;2;2070
2017;7309;3;689
2017;7309;4;120
2017;7401;1;3578
2017;7401;2;5919
2017;7401;3;19426
2017;7401;4;9646
2017;7401;5;1997
2017;7401;6;25941
2017;7401;7;13253
2017;7401;8;8688
2017;7401;9;1083
2017;7401;10;1074
2017;7401;11;2460
2017;7401;99;537
2017;7402;1;9037
2017;7402;2;2423
2017;7402;3;534
2017;7402;4;192
2017;7402;5;343
2017;7402;6;502
2017;7402;7;2800
2017;7402;8;3653
2017;7402;9;1214
2017;7402;99;67
2017;7403;1;9107
2017;7403;2;1863
2017;7403;3;1433
2017;7403;4;1921
2017;7403;5;4775
2017;7403;6;3285
2017;7403;7;3159
2017;7403;8;410
2017;7403;9;211
2017;7403;10;4297
2017;7403;99;73
2017;7404;1;2895
2017;7404;2;8105
2017;7404;3;6555
2017;7404;4;6382
2017;7404;5;7456
2017;7404;6;1205
2017;7404;7;720
2017;7404;8;1235
2017;7404;9;3134
2017;7404;10;192
2017;7404;11;613
2017;7404;12;2879
2017;7404;13;135
2017;7404;14;104
2017;7404;99;27
2017;7405;1;6697
2017;7405;2;1707
2017;7405;3;2220
2017;7405;4;1253
2017;7405;5;886
2017;7405;6;5162
2017;7405;7;2029
2017;7405;99;20
2017;7406;1;1046
2017;7406;2;3534
2017;7406;3;6991
2017;7406;4;16686
2017;7406;5;1953
2017;7406;6;1381
2017;7406;7;4495
2017;7406;8;574
2017;7406;9;2867
2017;7406;10;2523
2017;7406;11;924
2017;7406;12;631
2017;7406;13;442
2017;7406;14;1058
2017;7406;15;101
2017;7406;99;341
2017;7407;1;5854
2017;7407;2;3316
2017;7407;3;1205
2017;7407;4;2753
2017;7407;5;1820
2017;7407;6;1225
2017;7407;99;48
2017;7408;1;3307
2017;7408;2;1287
2017;7408;3;2338
2017;7408;4;1888
2017;7408;5;1870
2017;7408;6;3965
2017;7408;7;3315
2017;7408;99;111
2017;8101;1;1455
2017;8101;2;4739
2017;8101;3;2590
2017;8101;4;1373
2017;8101;5;7153
2017;8101;6;2976
2017;8101;7;3710
2017;8101;8;9783
2017;8101;9;3351
2017;8101;10;10492
2017;8101;11;3916
2017;8101;12;2733
2017;8101;13;3498
2017;8101;14;2701
2017;8101;15;13875
2017;8101;16;49087
2017;8101;17;8281
2017;8101;18;4508
2017;8101;19;4965
2017;8101;20;3154
2017;8101;21;4901
2017;8101;22;4543
2017;8101;23;2503
2017;8101;24;6515
2017;8101;25;18180
2017;8101;26;5980
2017;8101;27;2727
2017;8101;28;7281
2017;8101;29;245
2017;8101;30;2302
2017;8101;31;1779
2017;8101;32;20758
2017;8101;99;1520
2017;8102;1;2881
2017;8102;2;16726
2017;8102;3;14031
2017;8102;4;14945
2017;8102;5;139
2017;8102;6;761
2017;8102;7;624
2017;8102;8;7877
2017;8102;9;298
2017;8102;10;1260
2017;8102;11;55703
2017;8102;99;1017
2017;8103;1;6326
2017;8103;2;4687
2017;8103;3;17349
2017;8103;4;9114
2017;8103;5;48157
2017;8103;6;75
2017;8103;99;230
2017;8104;1;3295
2017;8104;2;2440
2017;8104;3;872
2017;8104;4;1341
2017;8104;5;1128
2017;8104;6;1513
2017;8104;99;35
2017;8105;1;18446
2017;8105;2;902
2017;8105;3;212
2017;8105;4;367
2017;8105;5;105
2017;8105;6;163
2017;8105;7;255
2017;8105;8;1979
2017;8105;9;756
2017;8105;10;1102
2017;8105;99;46
2017;8106;1;17228
2017;8106;2;7105
2017;8106;3;6198
2017;8106;4;10775
2017;8106;5;1997
2017;8106;6;77
2017;8106;99;155
2017;8107;1;14758
2017;8107;2;14997
2017;8107;3;11544
2017;8107;4;191
2017;8107;5;1635
2017;8107;6;4060
2017;8107;99;182
2017;8108;1;15578
2017;8108;2;48175
2017;8108;3;12584
2017;8108;4;23137
2017;8108;5;32057
2017;8108;6;114
2017;8108;99;163
2017;8109;1;9904
2017;8109;2;294
2017;8109;3;52
2017;8109;4;491
2017;8109;5;721
2017;8109;6;638
2017;8109;7;383
2017;8109;8;531
2017;8109;9;142
2017;8109;10;309
2017;8109;11;239
2017;8109;99;45
2017;8110;1;694
2017;8110;2;2194
2017;8110;3;4228
2017;8110;4;388
2017;8110;5;4133
2017;8110;6;6517
2017;8110;7;1347
2017;8110;8;24923
2017;8110;9;7155
2017;8110;10;7581
2017;8110;11;14381
2017;8110;12;14579
2017;8110;13;1912
2017;8110;14;40549
2017;8110;15;2422
2017;8110;16;7382
2017;8110;17;10755
2017;8110;99;609
2017;8111;1;7480
2017;8111;2;13277
2017;8111;3;19722
2017;8111;4;1285
2017;8111;5;4850
2017;8111;6;218
2017;8111;7;2320
2017;8111;8;448
2017;8111;9;488
2017;8111;10;1401
2017;8111;11;3122
2017;8111;99;335
2017;8112;1;25092
2017;8112;2;15031
2017;8112;3;8906
2017;8112;4;10777
2017;8112;5;17570
2017;8112;6;14116
2017;8112;99;281
2017;8201;1;7741
2017;8201;2;7078
2017;8201;3;189
2017;8201;5;72
2017;8201;6;227
2017;8201;7;1835
2017;8201;8;1600
2017;8201;9;419
2017;8201;10;6333
2017;8201;99;28
2017;8202;1;5052
2017;8202;2;4574
2017;8202;3;2947
2017;8202;4;15980
2017;8202;5;3056
2017;8202;6;287
2017;8202;7;2002
2017;8202;8;1761
2017;8202;9;552
2017;8202;99;46
2017;8203;1;17129
2017;8203;2;1256
2017;8203;3;1054
2017;8203;4;18
2017;8203;5;95
2017;8203;6;1566
2017;8203;7;1741
2017;8203;8;2555
2017;8203;9;3824
2017;8203;10;3074
2017;8203;11;268
2017;8203;12;1861
2017;8203;99;96
2017;8204;1;3439
2017;8204;2;367
2017;8204;3;618
2017;8204;4;1607
2017;8205;1;7716
2017;8205;2;235
2017;8205;3;4717
2017;8205;4;1016
2017;8205;5;12221
2017;8205;6;222
2017;8205;7;141
2017;8205;8;88
2017;8205;9;5897
2017;8205;99;35
2017;8206;1;12138
2017;8206;2;212
2017;8206;3;50
2017;8206;4;7248
2017;8206;5;1366
2017;8206;99;21
2017;8207;1;2878
2017;8207;2;1849
2017;8207;3;3428
2017;8207;4;2178
2017;8207;99;84
2017;8301;1;11193
2017;8301;2;11445
2017;8301;3;14955
2017;8301;4;18979
2017;8301;5;4138
2017;8301;6;2244
2017;8301;7;4678
2017;8301;8;3557
2017;8301;9;3750
2017;8301;10;5469
2017;8301;11;4997
2017;8301;12;4933
2017;8301;13;3769
2017;8301;14;4775
2017;8301;15;2195
2017;8301;16;711
2017;8301;17;36782
2017;8301;18;3970
2017;8301;19;5483
2017;8301;20;29508
2017;8301;21;24260
2017;8301;99;540
2017;8302;1;3767
2017;8302;2;8
2017;8302;4;259
2017;8302;99;39
2017;8303;1;15943
2017;8303;2;1438
2017;8303;3;2680
2017;8303;4;7983
2017;8303;5;517
2017;8303;99;12
2017;8304;1;13435
2017;8304;2;520
2017;8304;3;1889
2017;8304;4;499
2017;8304;5;5913
2017;8304;99;133
2017;8305;1;17093
2017;8305;2;5181
2017;8305;3;1639
2017;8305;4;1056
2017;8305;8;120
2017;8305;9;146
2017;8305;10;327
2017;8305;11;285
2017;8305;12;268
2017;8305;13;1984
2017;8305;14;401
2017;8305;15;1091
2017;8305;99;36
2017;8306;1;12791
2017;8306;2;5776
2017;8306;3;187
2017;8306;4;580
2017;8306;5;894
2017;8306;6;4821
2017;8306;7;1092
2017;8306;99;174
2017;8307;1;7147
2017;8307;2;1908
2017;8307;3;673
2017;8307;99;9
2017;8308;1;2334
2017;8308;2;445
2017;8308;3;677
2017;8308;4;478
2017;8308;99;54
2017;8309;1;2574
2017;8309;2;1608
2017;8309;3;120
2017;8309;4;4303
2017;8309;5;585
2017;8309;6;367
2017;8309;99;30
2017;8310;1;2923
2017;8310;2;0
2017;8310;3;440
2017;8310;99;49
2017;8311;1;8782
2017;8311;2;1821
2017;8311;3;444
2017;8311;4;351
2017;8311;5;220
2017;8311;6;0
2017;8311;7;260
2017;8311;8;1852
2017;8311;99;43
2017;8312;1;3349
2017;8312;2;7229
2017;8312;3;11
2017;8312;4;1283
2017;8312;5;2248
2017;8312;99;14
2017;8313;1;11152
2017;8313;2;4094
2017;8313;3;1016
2017;8313;4;1783
2017;8313;5;558
2017;8313;6;296
2017;8313;7;498
2017;8313;8;765
2017;8313;9;1006
2017;8313;99;30
2017;8314;1;1883
2017;8314;2;1137
2017;8314;3;459
2017;8314;4;2344
2017;8314;99;100
2017;8401;1;6475
2017;8401;2;7225
2017;8401;3;10188
2017;8401;4;12909
2017;8401;5;16335
2017;8401;6;3371
2017;8401;7;3633
2017;8401;8;3022
2017;8401;9;87
2017;8401;10;3591
2017;8401;11;64
2017;8401;12;6850
2017;8401;13;14228
2017;8401;14;19629
2017;8401;15;51536
2017;8401;16;14158
2017;8401;17;11134
2017;8401;99;304
2017;8402;1;10692
2017;8402;2;1786
2017;8402;3;1111
2017;8402;4;1911
2017;8402;5;2237
2017;8402;6;1359
2017;8402;7;1632
2017;8402;8;714
2017;8402;99;51
2017;8403;1;1228
2017;8403;2;2575
2017;8403;3;397
2017;8403;4;660
2017;8403;5;140
2017;8403;99;12
2017;8404;1;9072
2017;8404;2;2970
2017;8404;3;2897
2017;8404;4;953
2017;8404;99;103
2017;8405;1;9054
2017;8405;2;4090
2017;8405;3;2104
2017;8405;4;4212
2017;8405;5;511
2017;8405;6;237
2017;8405;7;43
2017;8405;8;65
2017;8405;9;1201
2017;8405;10;1793
2017;8405;11;1838
2017;8405;12;1724
2017;8405;99;9
2017;8406;1;620
2017;8406;2;1391
2017;8406;3;786
2017;8406;4;27419
2017;8406;5;641
2017;8406;99;50
2017;8407;1;5337
2017;8407;2;560
2017;8407;3;1261
2017;8407;4;1075
2017;8407;5;1913
2017;8407;6;834
2017;8407;7;1058
2017;8407;99;6
2017;8408;1;1949
2017;8408;2;2499
2017;8408;3;465
2017;8408;4;268
2017;8408;99;32
2017;8409;1;2976
2017;8409;2;2208
2017;8409;3;4272
2017;8409;4;1091
2017;8409;5;203
2017;8409;6;395
2017;8409;99;7
2017;8410;1;3994
2017;8410;2;176
2017;8410;3;505
2017;8410;4;215
2017;8410;5;232
2017;8410;6;530
2017;8410;7;411
2017;8410;8;1776
2017;8410;9;602
2017;8410;99;7
2017;8411;1;3766
2017;8411;2;2616
2017;8411;3;527
2017;8411;4;1063
2017;8411;5;2741
2017;8411;6;29
2017;8411;99;85
2017;8412;1;2991
2017;8412;2;580
2017;8412;3;1289
2017;8412;99;2
2017;8413;1;11252
2017;8413;2;3623
2017;8413;3;270
2017;8413;4;372
2017;8413;5;437
2017;8413;6;1387
2017;8413;99;144
2017;8414;1;9513
2017;8414;2;887
2017;8414;3;177
2017;8414;4;288
2017;8414;5;437
2017;8414;6;251
2017;8414;99;41
2017;8415;1;3903
